,School,Date,Venue,Opponent,Result/Line
9252,SIU Edwardsville,11-12,A,Fort Wayne,L
9253,SIU Edwardsville,11-15,A,Missouri,L
9254,SIU Edwardsville,11-18,N,Fairleigh Dickinson,W
9255,SIU Edwardsville,11-19,N,VMI,W
9256,SIU Edwardsville,11-20,A,Longwood,W
9257,SIU Edwardsville,11-26,A,UMKC,W
9258,SIU Edwardsville,11-29,H,St. Ambrose,W
9259,SIU Edwardsville,12-03,H,Troy,W
9260,SIU Edwardsville,12-06,H,Bradley,L
9261,SIU Edwardsville,12-10,A,Illinois St.,L
9262,SIU Edwardsville,12-18,H,IIT,W
9263,SIU Edwardsville,12-21,A,Saint Louis,W
9264,SIU Edwardsville,12-29,H,Tennessee Tech,W
9265,SIU Edwardsville,12-31,A,Southeast Missouri St.,L
9266,SIU Edwardsville,1-05,H,Tennessee St.,W
9267,SIU Edwardsville,1-07,A,Southern Indiana,W
9268,SIU Edwardsville,1-12,A,Eastern Illinois,W
9269,SIU Edwardsville,1-14,H,Lindenwood,W
9270,SIU Edwardsville,1-19,H,Morehead St.,L
9271,SIU Edwardsville,1-21,H,Southern Indiana,L
9272,SIU Edwardsville,1-26,A,Tennessee Tech,L
9273,SIU Edwardsville,1-28,A,Morehead St.,L
9274,SIU Edwardsville,2-02,H,Tennessee Martin,W
9275,SIU Edwardsville,2-04,A,Little Rock,W
9276,SIU Edwardsville,2-09,A,Lindenwood,W
9277,SIU Edwardsville,2-11,H,Eastern Illinois,L
9278,SIU Edwardsville,2-16,A,Tennessee Martin,L
9279,SIU Edwardsville,2-18,A,Tennessee St.,L
9280,SIU Edwardsville,2-23,H,Little Rock,L
9281,SIU Edwardsville,2-25,H,Southeast Missouri St.,W
9282,SIU Edwardsville,3-01,N,Southern Indiana,W
9283,SIU Edwardsville,3-02,N,Tennessee Martin,L
9284,Nebraska Omaha,11-07,A,Kansas,L
9285,Nebraska Omaha,11-10,A,Nebraska,L
9286,Nebraska Omaha,11-13,H,Idaho,W
9287,Nebraska Omaha,11-16,H,Ball St.,L
9288,Nebraska Omaha,11-21,A,Iowa,L
9289,Nebraska Omaha,11-25,N,Louisiana Monroe,W
9290,Nebraska Omaha,11-26,N,Southern,W
9291,Nebraska Omaha,11-28,A,Mississippi St.,L
9292,Nebraska Omaha,12-03,A,North Texas,L
9293,Nebraska Omaha,12-07,A,Drake,L
9294,Nebraska Omaha,12-10,A,Montana St.,L
9295,Nebraska Omaha,12-13,H,Midland,W
9296,Nebraska Omaha,12-19,H,Denver,W
9297,Nebraska Omaha,12-29,H,Oral Roberts,L
9298,Nebraska Omaha,12-31,H,UMKC,L
9299,Nebraska Omaha,1-05,A,Western Illinois,W
9300,Nebraska Omaha,1-07,A,St. Thomas,L
9301,Nebraska Omaha,1-12,H,North Dakota,W
9302,Nebraska Omaha,1-14,H,North Dakota St.,L
9303,Nebraska Omaha,1-19,A,South Dakota St.,L
9304,Nebraska Omaha,1-21,A,South Dakota,L
9305,Nebraska Omaha,1-26,A,UMKC,L
9306,Nebraska Omaha,1-28,A,Oral Roberts,L
9307,Nebraska Omaha,2-02,H,St. Thomas,L
9308,Nebraska Omaha,2-04,H,Western Illinois,L
9309,Nebraska Omaha,2-09,A,North Dakota St.,L
9310,Nebraska Omaha,2-11,A,North Dakota,L
9311,Nebraska Omaha,2-16,H,South Dakota,W
9312,Nebraska Omaha,2-18,H,South Dakota St.,L
9313,Nebraska Omaha,2-25,A,Denver,L
9314,Nebraska Omaha,3-03,N,UMKC,W
9315,Nebraska Omaha,3-04,N,South Dakota St.,L
9316,Loyola MD,11-07,A,DePaul,L
9317,Loyola MD,11-10,A,Penn St.,L
9318,Loyola MD,11-13,H,Brown,W
9319,Loyola MD,11-17,H,Washington Col.,W
9320,Loyola MD,11-21,A,Clemson,L
9321,Loyola MD,11-25,N,Southern,L
9322,Loyola MD,11-26,N,Louisiana Monroe,W
9323,Loyola MD,11-30,A,Binghamton,W
9324,Loyola MD,12-03,H,Coppin St.,L
9325,Loyola MD,12-07,A,Hampton,L
9326,Loyola MD,12-10,A,Mount St. Mary's,L
9327,Loyola MD,12-13,H,UMBC,L
9328,Loyola MD,12-22,H,Goucher,W
9329,Loyola MD,12-30,H,Colgate,L
9330,Loyola MD,1-02,A,American,L
9331,Loyola MD,1-05,H,Army,L
9332,Loyola MD,1-08,A,Holy Cross,L
9333,Loyola MD,1-11,A,Bucknell,W
9334,Loyola MD,1-14,H,Navy,W
9335,Loyola MD,1-16,H,Lehigh,L
9336,Loyola MD,1-21,A,Boston University,L
9337,Loyola MD,1-25,A,Lafayette,L
9338,Loyola MD,1-28,H,Bucknell,W
9339,Loyola MD,1-30,A,Colgate,L
9340,Loyola MD,2-04,H,Boston University,L
9341,Loyola MD,2-08,A,Army,L
9342,Loyola MD,2-11,A,Lehigh,W
9343,Loyola MD,2-15,H,Lafayette,W
9344,Loyola MD,2-18,A,Navy,L
9345,Loyola MD,2-22,H,Holy Cross,W
9346,Loyola MD,2-25,H,American,W
9347,Loyola MD,2-28,H,Holy Cross,W
9348,Loyola MD,3-02,A,Colgate,L
9349,Nicholls St.,11-07,A,Arizona,L
9350,Nicholls St.,11-10,A,Wyoming,L
9351,Nicholls St.,11-19,A,BYU,L
9352,Nicholls St.,11-22,H,Jarvis Christian,W
9353,Nicholls St.,11-25,N,UC Irvine,L
9354,Nicholls St.,11-26,N,San Diego,W
9355,Nicholls St.,11-29,H,Champion Chris.,W
9356,Nicholls St.,12-07,A,Texas Tech,L
9357,Nicholls St.,12-11,H,Rust,W
9358,Nicholls St.,12-15,H,Southeastern Louisiana,W
9359,Nicholls St.,12-17,A,Mississippi St.,L
9360,Nicholls St.,12-19,H,Trinity Baptist,W
9361,Nicholls St.,12-28,A,Baylor,L
9362,Nicholls St.,1-05,A,Texas A&M Commerce,W
9363,Nicholls St.,1-07,A,Northwestern St.,L
9364,Nicholls St.,1-12,A,Lamar,L
9365,Nicholls St.,1-14,H,Northwestern St.,W
9366,Nicholls St.,1-19,H,McNeese St.,W
9367,Nicholls St.,1-21,A,McNeese St.,W
9368,Nicholls St.,1-26,A,Texas A&M Corpus Chris,L
9369,Nicholls St.,1-28,A,Incarnate Word,L
9370,Nicholls St.,2-04,A,Houston Christian,W
9371,Nicholls St.,2-09,H,New Orleans,W
9372,Nicholls St.,2-11,A,Southeastern Louisiana,W
9373,Nicholls St.,2-16,H,Texas A&M Corpus Chris,L
9374,Nicholls St.,2-18,H,Incarnate Word,W
9375,Nicholls St.,2-20,H,Texas A&M Commerce,L
9376,Nicholls St.,2-23,A,New Orleans,L
9377,Nicholls St.,2-25,H,Houston Christian,W
9378,Nicholls St.,3-01,H,Lamar,W
9379,Nicholls St.,3-06,N,McNeese St.,L
9380,McNeese St.,11-07,H,Champion Chris.,W
9381,McNeese St.,11-11,A,Tulane,L
9382,McNeese St.,11-18,H,Western Carolina,L
9383,McNeese St.,11-19,H,Lindenwood,L
9384,McNeese St.,11-20,H,Lamar,W
9385,McNeese St.,11-23,A,Baylor,L
9386,McNeese St.,11-28,A,Tennessee Martin,L
9387,McNeese St.,11-30,A,Tennessee,L
9388,McNeese St.,12-09,A,Northern Iowa,W
9389,McNeese St.,12-11,A,Iowa St.,L
9390,McNeese St.,12-15,H,Louisiana Lafayette,L
9391,McNeese St.,12-18,A,Southern Miss,L
9392,McNeese St.,12-21,A,Houston,L
9393,McNeese St.,12-31,A,Lamar,W
9394,McNeese St.,1-05,H,Northwestern St.,W
9395,McNeese St.,1-07,H,Texas A&M Commerce,L
9396,McNeese St.,1-12,A,Northwestern St.,L
9397,McNeese St.,1-14,H,Houston Christian,L
9398,McNeese St.,1-19,A,Nicholls St.,L
9399,McNeese St.,1-21,H,Nicholls St.,L
9400,McNeese St.,1-26,A,Incarnate Word,L
9401,McNeese St.,1-28,A,Texas A&M Corpus Chris,L
9402,McNeese St.,2-02,H,Lamar,L
9403,McNeese St.,2-04,A,Texas A&M Commerce,L
9404,McNeese St.,2-09,H,Southeastern Louisiana,W
9405,McNeese St.,2-11,A,New Orleans,W
9406,McNeese St.,2-16,H,Incarnate Word,W
9407,McNeese St.,2-18,H,Texas A&M Corpus Chris,L
9408,McNeese St.,2-23,A,Houston Christian,L
9409,McNeese St.,2-25,A,Southeastern Louisiana,L
9410,McNeese St.,3-01,H,New Orleans,W
9411,McNeese St.,3-05,N,Texas A&M Commerce,W
9412,McNeese St.,3-06,N,Nicholls St.,W
9413,McNeese St.,3-07,N,Texas A&M Corpus Chris,L
9414,Bucknell,11-07,H,Lebanon Valley,W
9415,Bucknell,11-12,H,Niagara,W
9416,Bucknell,11-15,A,Saint Peter's,L
9417,Bucknell,11-18,A,Georgia,L
9418,Bucknell,11-21,N,Presbyterian,W
9419,Bucknell,11-22,N,Austin Peay,W
9420,Bucknell,11-26,H,Marist,L
9421,Bucknell,11-30,H,St. Francis PA,W
9422,Bucknell,12-03,A,NJIT,W
9423,Bucknell,12-06,A,La Salle,L
9424,Bucknell,12-18,H,Merrimack,W
9425,Bucknell,12-21,A,Richmond,L
9426,Bucknell,12-23,A,Rutgers,L
9427,Bucknell,12-30,A,Holy Cross,L
9428,Bucknell,1-02,H,Boston University,L
9429,Bucknell,1-05,H,Lehigh,L
9430,Bucknell,1-08,A,Lafayette,L
9431,Bucknell,1-11,H,Loyola MD,L
9432,Bucknell,1-14,A,Colgate,L
9433,Bucknell,1-18,A,Army,W
9434,Bucknell,1-21,H,Holy Cross,L
9435,Bucknell,1-25,H,Navy,L
9436,Bucknell,1-28,A,Loyola MD,L
9437,Bucknell,2-01,A,American,W
9438,Bucknell,2-04,H,Army,W
9439,Bucknell,2-08,A,Navy,L
9440,Bucknell,2-11,H,Colgate,L
9441,Bucknell,2-13,H,American,W
9442,Bucknell,2-18,A,Boston University,L
9443,Bucknell,2-22,A,Lehigh,L
9444,Bucknell,2-25,H,Lafayette,W
9445,Bucknell,2-28,A,American,L
9446,Mercer,11-08,A,East Carolina,L
9447,Mercer,11-11,H,Milligan,W
9448,Mercer,11-15,A,Georgia St.,L
9449,Mercer,11-19,H,Winthrop,W
9450,Mercer,11-21,A,Florida St.,L
9451,Mercer,11-25,N,Robert Morris,W
9452,Mercer,11-26,N,Fairfield,W
9453,Mercer,11-27,N,Towson,L
9454,Mercer,12-02,H,Kennesaw St.,L
9455,Mercer,12-06,H,Middle Ga. St.,W
9456,Mercer,12-10,A,Florida Gulf Coast,L
9457,Mercer,12-17,H,Morehead St.,W
9458,Mercer,12-21,A,Troy,W
9459,Mercer,12-28,A,Samford,L
9460,Mercer,12-31,H,Chattanooga,L
9461,Mercer,1-04,H,Wofford,L
9462,Mercer,1-07,A,Western Carolina,L
9463,Mercer,1-11,H,Furman,L
9464,Mercer,1-14,A,East Tennessee St.,W
9465,Mercer,1-19,A,VMI,W
9466,Mercer,1-21,A,UNC Greensboro,L
9467,Mercer,1-25,H,East Tennessee St.,W
9468,Mercer,1-28,A,The Citadel,W
9469,Mercer,2-02,H,UNC Greensboro,L
9470,Mercer,2-04,H,VMI,W
9471,Mercer,2-08,H,Samford,L
9472,Mercer,2-11,A,Chattanooga,L
9473,Mercer,2-15,A,Wofford,L
9474,Mercer,2-18,H,Western Carolina,L
9475,Mercer,2-22,A,Furman,L
9476,Mercer,2-25,H,The Citadel,W
9477,Mercer,3-03,N,The Citadel,W
9478,Mercer,3-04,N,Furman,L
9479,USC Upstate,11-07,H,Brevard,W
9480,USC Upstate,11-11,A,Duke,L
9481,USC Upstate,11-15,A,Clemson,L
9482,USC Upstate,11-18,H,Coastal Carolina,W
9483,USC Upstate,11-21,A,Air Force,L
9484,USC Upstate,11-25,A,South Carolina,L
9485,USC Upstate,11-30,H,Columbia Int'l,W
9486,USC Upstate,12-03,A,Western Carolina,W
9487,USC Upstate,12-10,H,South Carolina St.,W
9488,USC Upstate,12-13,A,Florida St.,L
9489,USC Upstate,12-20,A,Kennesaw St.,L
9490,USC Upstate,12-29,H,Winthrop,W
9491,USC Upstate,12-31,A,Charleston Southern,L
9492,USC Upstate,1-04,A,Radford,W
9493,USC Upstate,1-07,H,High Point,W
9494,USC Upstate,1-11,H,Campbell,L
9495,USC Upstate,1-14,A,Longwood,L
9496,USC Upstate,1-18,H,Presbyterian,W
9497,USC Upstate,1-21,A,UNC Asheville,L
9498,USC Upstate,1-25,A,Gardner Webb,L
9499,USC Upstate,1-28,H,Radford,L
9500,USC Upstate,2-01,A,Campbell,L
9501,USC Upstate,2-04,H,UNC Asheville,W
9502,USC Upstate,2-08,H,Charleston Southern,W
9503,USC Upstate,2-11,A,Winthrop,W
9504,USC Upstate,2-15,H,Longwood,W
9505,USC Upstate,2-18,A,High Point,L
9506,USC Upstate,2-22,A,Presbyterian,W
9507,USC Upstate,2-25,H,Gardner Webb,W
9508,USC Upstate,3-03,N,Gardner Webb,W
9509,USC Upstate,3-04,N,UNC Asheville,L
9510,Gardner Webb,11-07,A,Colorado St.,L
9511,Gardner Webb,11-10,A,Stephen F. Austin,L
9512,Gardner Webb,11-15,A,North Carolina,L
9513,Gardner Webb,11-18,A,Wofford,L
9514,Gardner Webb,11-19,N,North Carolina A&T,W
9515,Gardner Webb,11-26,A,North Carolina Central,L
9516,Gardner Webb,11-30,A,Western Carolina,W
9517,Gardner Webb,12-03,H,Chattanooga,L
9518,Gardner Webb,12-10,A,Old Dominion,L
9519,Gardner Webb,12-14,H,CarolinaU,W
9520,Gardner Webb,12-17,H,North Carolina Central,W
9521,Gardner Webb,12-19,H,Bob Jones,W
9522,Gardner Webb,12-29,H,Charleston Southern,W
9523,Gardner Webb,12-31,A,High Point,W
9524,Gardner Webb,1-04,A,Campbell,L
9525,Gardner Webb,1-07,H,Radford,L
9526,Gardner Webb,1-11,A,Presbyterian,W
9527,Gardner Webb,1-14,H,UNC Asheville,L
9528,Gardner Webb,1-18,A,Longwood,L
9529,Gardner Webb,1-21,A,Winthrop,W
9530,Gardner Webb,1-25,H,USC Upstate,W
9531,Gardner Webb,1-28,H,High Point,W
9532,Gardner Webb,2-01,A,Charleston Southern,W
9533,Gardner Webb,2-04,H,Presbyterian,W
9534,Gardner Webb,2-09,A,Radford,W
9535,Gardner Webb,2-11,H,Campbell,W
9536,Gardner Webb,2-15,H,Winthrop,L
9537,Gardner Webb,2-18,A,UNC Asheville,L
9538,Gardner Webb,2-23,H,Longwood,L
9539,Gardner Webb,2-25,A,USC Upstate,L
9540,Gardner Webb,3-03,N,USC Upstate,L
9541,Oregon St.,11-07,H,Tulsa,W
9542,Oregon St.,11-11,H,Florida A&M,W
9543,Oregon St.,11-15,H,Bushnell,W
9544,Oregon St.,11-19,H,Portland St.,L
9545,Oregon St.,11-24,N,Duke,L
9546,Oregon St.,11-25,N,Florida,L
9547,Oregon St.,11-27,N,Portland St.,L
9548,Oregon St.,12-01,H,Washington,W
9549,Oregon St.,12-04,A,USC,L
9550,Oregon St.,12-11,A,Texas A&M,L
9551,Oregon St.,12-15,H,Seattle,W
9552,Oregon St.,12-18,H,Green Bay,W
9553,Oregon St.,12-21,H,Denver,W
9554,Oregon St.,12-31,A,Oregon,L
9555,Oregon St.,1-05,A,Utah,L
9556,Oregon St.,1-07,A,Colorado,L
9557,Oregon St.,1-12,H,Arizona,L
9558,Oregon St.,1-14,H,Arizona St.,L
9559,Oregon St.,1-19,A,Stanford,L
9560,Oregon St.,1-22,A,California,W
9561,Oregon St.,1-26,H,Utah,L
9562,Oregon St.,1-28,H,Colorado,W
9563,Oregon St.,2-02,A,Arizona St.,L
9564,Oregon St.,2-04,A,Arizona,L
9565,Oregon St.,2-09,H,UCLA,L
9566,Oregon St.,2-11,H,USC,W
9567,Oregon St.,2-16,A,Washington St.,L
9568,Oregon St.,2-18,A,Washington,L
9569,Oregon St.,2-25,H,Oregon,L
9570,Oregon St.,3-02,H,Stanford,L
9571,Oregon St.,3-04,H,California,W
9572,Oregon St.,3-08,N,Arizona St.,L
9573,Binghamton,11-07,H,Cazenovia,W
9574,Binghamton,11-12,A,Marist,W
9575,Binghamton,11-15,A,Maryland,L
9576,Binghamton,11-19,H,Sacred Heart,L
9577,Binghamton,11-23,H,Columbia,W
9578,Binghamton,11-26,A,La Salle,L
9579,Binghamton,11-30,H,Loyola MD,L
9580,Binghamton,12-03,H,Stonehill,L
9581,Binghamton,12-07,H,Colgate,L
9582,Binghamton,12-09,A,Fordham,L
9583,Binghamton,12-17,H,SUNY Oneonta,W
9584,Binghamton,12-21,A,Niagara,L
9585,Binghamton,12-29,A,Cornell,L
9586,Binghamton,12-31,A,Bryant,L
9587,Binghamton,1-05,H,New Hampshire,W
9588,Binghamton,1-11,A,NJIT,W
9589,Binghamton,1-14,H,UMass Lowell,W
9590,Binghamton,1-19,A,Albany,W
9591,Binghamton,1-22,A,Maine,L
9592,Binghamton,1-25,H,Vermont,L
9593,Binghamton,1-28,H,Bryant,W
9594,Binghamton,2-01,A,UMBC,L
9595,Binghamton,2-08,A,New Hampshire,W
9596,Binghamton,2-11,H,Albany,W
9597,Binghamton,2-15,H,NJIT,W
9598,Binghamton,2-18,A,UMass Lowell,L
9599,Binghamton,2-22,A,Vermont,L
9600,Binghamton,2-25,H,Maine,L
9601,Binghamton,2-28,H,UMBC,L
9602,Binghamton,3-04,A,UMBC,W
9603,Binghamton,3-07,A,Vermont,L
9604,Jackson St.,11-07,A,Abilene Christian,L
9605,Jackson St.,11-12,A,Tulsa,L
9606,Jackson St.,11-20,A,Little Rock,L
9607,Jackson St.,11-23,A,Michigan,L
